id,label,split,readability_ari,extremity,subjectivity,experiential_detail,positive_affect,negative_affect,uncertainty,category_specificity,internal_consistency,word_count,adjective_ratio,verb_ratio,superlative_ratio,first_person_pronoun_ratio,third_person_pronoun_ratio
28,1,train,7.456666666666667,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,18,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0
29,1,train,8.14950354609929,1,0.25,0.0,0.25,0.0,0.0,0.75,1.0,47,0.06382978723404255,0.2127659574468085,0.0,0.02127659574468085,0.02127659574468085
30,0,train,7.668513251454428,1,0.3333333333333333,0.4,0.2,0.13333333333333333,0.0,0.5333333333333333,1.0,221,0.14027149321266968,0.15384615384615385,0.0,0.027149321266968326,0.01809954751131222
31,1,train,3.6490666666666662,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,0.12,0.08,0.0,0.04,0.04
32,0,train,0.088260869565218,0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,23,0.043478260869565216,0.17391304347826086,0.0,0.0,0.043478260869565216
33,0,train,5.537369571698299,0,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.5454545454545454,1.0,347,0.12103746397694524,0.1988472622478386,0.008645533141210375,0.04610951008645533,0.0345821325648415
34,0,train,6.244500000000002,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.75,60,0.11666666666666667,0.18333333333333332,0.0,0.08333333333333333,0.0
35,0,train,11.594500000000004,0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,20,0.05,0.3,0.0,0.0,0.0
36,1,train,9.567777777777774,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,27,0.18518518518518517,0.1111111111111111,0.0,0.037037037037037035,0.0
37,1,train,7.582717391304346,0,0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.0,0.5555555555555556,1.0,92,0.10869565217391304,0.20652173913043478,0.0,0.06521739130434782,0.043478260869565216
38,0,train,-5.271000000000001,1,1.0,0.0,0.5,0.0,0.0,0.0,0.75,20,0.15,0.25,0.0,0.15,0.1
39,1,train,5.8515625,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,32,0.15625,0.1875,0.0,0.03125,0.0
40,1,train,4.801764705882352,0,0.5,0.5,0.0,0.5,0.0,0.5,0.75,17,0.17647058823529413,0.17647058823529413,0.0,0.058823529411764705,0.0
41,1,train,3.8895000000000017,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,1.0,120,0.09166666666666666,0.20833333333333334,0.0,0.03333333333333333,0.058333333333333334
42,0,train,8.35857142857143,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,21,0.09523809523809523,0.19047619047619047,0.0,0.14285714285714285,0.047619047619047616
43,0,train,2.0666666666666664,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,27,0.037037037037037035,0.2962962962962963,0.0,0.14814814814814814,0.037037037037037035
44,1,train,6.366399999999999,1,0.25,0.75,0.5,0.0,0.0,0.75,1.0,50,0.12,0.14,0.0,0.06,0.02
45,1,train,7.862713178294573,0,0.75,0.0,0.75,0.0,0.0,0.25,0.75,43,0.16279069767441862,0.13953488372093023,0.0,0.023255813953488372,0.06976744186046512
46,0,train,6.358270042194089,1,0.375,0.375,0.375,0.125,0.0,0.625,1.0,237,0.12236286919831224,0.1729957805907173,0.004219409282700422,0.04219409282700422,0.008438818565400843
47,1,train,1.9987500000000011,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,24,0.125,0.20833333333333334,0.0,0.041666666666666664,0.0
48,0,train,5.944639175257731,1,0.25,0.25,0.25,0.0,0.0,0.75,0.75,97,0.061855670103092786,0.27835051546391754,0.0,0.041237113402061855,0.030927835051546393
49,1,train,1.939,0,0.5,0.0,0.0,0.0,0.0,0.5,0.75,10,0.0,0.3,0.0,0.0,0.1
50,0,train,11.722857142857144,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.75,84,0.11904761904761904,0.20238095238095238,0.0,0.05952380952380952,0.023809523809523808
51,1,train,4.282,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,15,0.2,0.06666666666666667,0.0,0.0,0.06666666666666667
52,0,train,3.890416666666667,1,0.6,0.2,0.4,0.0,0.0,0.6,1.0,72,0.1388888888888889,0.19444444444444445,0.0,0.06944444444444445,0.05555555555555555
53,0,train,3.731243589743588,1,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.75,180,0.07777777777777778,0.2222222222222222,0.0,0.08333333333333333,0.05555555555555555
54,1,train,4.07357142857143,1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,28,0.03571428571428571,0.25,0.0,0.07142857142857142,0.07142857142857142
55,1,train,7.071293233082706,1,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.0,0.0,0.6666666666666666,1.0,95,0.1368421052631579,0.16842105263157894,0.0,0.021052631578947368,0.031578947368421054
56,1,train,5.966504065040649,1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.7142857142857143,1.0,82,0.06097560975609756,0.15853658536585366,0.0,0.024390243902439025,0.024390243902439025
57,0,train,1.7850187969924818,1,0.5,0.25,0.25,0.0,0.0,0.25,0.75,76,0.06578947368421052,0.21052631578947367,0.0,0.06578947368421052,0.10526315789473684
58,1,train,5.764545454545452,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,33,0.15151515151515152,0.18181818181818182,0.0,0.09090909090909091,0.0
59,0,train,5.234776119402987,1,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.75,67,0.05970149253731343,0.13432835820895522,0.0,0.04477611940298507,0.04477611940298507
60,1,train,4.788333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18,0.1111111111111111,0.2777777777777778,0.0,0.0,0.1111111111111111
61,0,train,2.761440371708826,0,0.25,0.375,0.125,0.375,0.0,0.625,0.75,149,0.08053691275167785,0.20134228187919462,0.0,0.013422818791946308,0.053691275167785234
62,0,train,9.141923076923078,1,0.75,0.0,0.5,0.0,0.0,0.25,0.75,26,0.15384615384615385,0.23076923076923078,0.0,0.038461538461538464,0.038461538461538464
63,1,train,5.920833333333331,1,0.25,0.25,0.25,0.0,0.0,0.75,1.0,44,0.1590909090909091,0.1590909090909091,0.0,0.09090909090909091,0.022727272727272728
64,1,train,6.947325581395351,1,0.5,0.5,0.5,0.0,0.0,0.5,0.75,43,0.046511627906976744,0.18604651162790697,0.0,0.06976744186046512,0.023255813953488372
65,0,train,5.078823529411764,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,34,0.058823529411764705,0.20588235294117646,0.0,0.08823529411764706,0.029411764705882353
66,0,train,-0.8870000000000005,0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,10,0.1,0.3,0.0,0.1,0.0
67,0,train,7.957446808510639,0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,47,0.06382978723404255,0.2553191489361702,0.0,0.10638297872340426,0.06382978723404255
68,1,train,9.08599388379205,1,0.625,0.625,0.375,0.0,0.0,0.375,1.0,109,0.11926605504587157,0.1743119266055046,0.0,0.03669724770642202,0.027522935779816515
69,0,train,5.572307692307692,1,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,1.0,156,0.038461538461538464,0.22435897435897437,0.00641025641025641,0.05128205128205128,0.05128205128205128
70,1,train,6.014712389380531,1,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,1.0,113,0.08849557522123894,0.168141592920354,0.0,0.04424778761061947,0.04424778761061947
71,1,train,7.943928571428572,1,0.375,0.375,0.375,0.0,0.0,0.625,1.0,120,0.10833333333333334,0.23333333333333334,0.0,0.05,0.016666666666666666
72,0,train,6.487510822510824,0,0.45454545454545453,0.5454545454545454,0.0,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.75,154,0.06493506493506493,0.21428571428571427,0.0,0.01948051948051948,0.03896103896103896
73,0,train,4.491333333333333,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.75,45,0.044444444444444446,0.2,0.0,0.06666666666666667,0.06666666666666667
74,1,train,3.185384615384617,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,13,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0
75,1,train,6.441768707482993,0,0.6,0.2,0.2,0.4,0.0,0.4,1.0,49,0.14285714285714285,0.1836734693877551,0.0,0.061224489795918366,0.02040816326530612
76,0,train,12.131999999999998,1,0.25,0.0,0.25,0.0,0.0,0.75,1.0,15,0.2,0.2,0.0,0.0,0.0
77,1,train,5.818387096774192,0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.5,1.0,93,0.10752688172043011,0.23655913978494625,0.0,0.06451612903225806,0.03225806451612903
78,0,train,2.928571428571427,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,21,0.09523809523809523,0.23809523809523808,0.0,0.047619047619047616,0.0
79,0,train,4.029885057471262,1,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.75,29,0.10344827586206896,0.20689655172413793,0.0,0.0,0.0
80,1,train,1.3089130434782597,1,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,23,0.13043478260869565,0.21739130434782608,0.0,0.08695652173913043,0.0
81,0,train,6.942499999999999,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,12,0.25,0.25,0.0,0.0,0.0
82,0,train,8.199139784946233,1,0.75,0.0,0.25,0.25,0.0,0.25,0.5,62,0.0967741935483871,0.1935483870967742,0.0,0.08064516129032258,0.03225806451612903
83,0,train,1.765066666666666,1,0.6,0.2,0.2,0.4,0.0,0.6,0.75,50,0.12,0.26,0.0,0.02,0.02
84,1,train,4.386176470588236,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,34,0.08823529411764706,0.2647058823529412,0.0,0.058823529411764705,0.029411764705882353
85,0,train,1.5385714285714265,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,42,0.023809523809523808,0.23809523809523808,0.0,0.0,0.023809523809523808
86,0,train,11.436648070664807,0,0.6,0.5,0.3,0.3,0.1,0.6,1.0,239,0.12552301255230125,0.200836820083682,0.0041841004184100415,0.06276150627615062,0.02092050209205021
87,1,train,5.251071428571432,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,28,0.10714285714285714,0.17857142857142858,0.0,0.07142857142857142,0.03571428571428571
88,1,train,7.275520581113803,0,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.0,0.45454545454545453,1.0,118,0.17796610169491525,0.16101694915254236,0.00847457627118644,0.06779661016949153,0.025423728813559324
89,0,train,5.2905000000000015,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,40,0.05,0.2,0.0,0.1,0.05
90,1,train,10.806666666666665,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,9,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0
91,0,train,4.797222222222221,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,27,0.14814814814814814,0.14814814814814814,0.0,0.07407407407407407,0.0
92,1,train,6.765000000000001,1,0.5,0.25,0.5,0.0,0.0,0.5,1.0,42,0.11904761904761904,0.21428571428571427,0.0,0.07142857142857142,0.047619047619047616
93,1,train,9.748255813953488,0,0.625,0.375,0.25,0.125,0.0,0.5,1.0,86,0.13953488372093023,0.18604651162790697,0.0,0.023255813953488372,0.023255813953488372
94,0,train,8.120000000000001,0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,12,0.25,0.0,0.0,0.0,0.0
95,0,train,7.61232558139535,1,0.75,0.0,0.5,0.25,0.0,0.25,0.75,43,0.20930232558139536,0.18604651162790697,0.0,0.0,0.06976744186046512
96,1,train,8.05,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,15,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0
97,0,train,3.928750000000001,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.75,120,0.058333333333333334,0.25,0.0,0.075,0.041666666666666664
98,0,train,9.226794990723562,0,0.375,0.375,0.125,0.375,0.0,0.5,1.0,196,0.07142857142857142,0.1836734693877551,0.0,0.04081632653061224,0.030612244897959183
99,1,train,6.540894308943088,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41,0.21951219512195122,0.17073170731707318,0.0,0.07317073170731707,0.024390243902439025
100,0,train,2.9500746268656712,1,0.5,0.3,0.3,0.1,0.1,0.6,0.75,134,0.05970149253731343,0.20149253731343283,0.0,0.06716417910447761,0.029850746268656716
101,0,train,2.906399999999998,0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,25,0.0,0.24,0.0,0.08,0.2
102,0,train,10.68945198592258,0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.7692307692307693,1.0,221,0.07692307692307693,0.19457013574660634,0.0,0.013574660633484163,0.03167420814479638
103,1,train,2.421250000000001,1,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,56,0.125,0.21428571428571427,0.0,0.05357142857142857,0.05357142857142857
104,0,train,0.7092857142857127,0,0.25,0.25,0.0,0.25,0.0,0.75,1.0,70,0.04285714285714286,0.21428571428571427,0.0,0.014285714285714285,0.07142857142857142
105,0,train,3.5213924050632883,1,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5,0.75,79,0.06329113924050633,0.26582278481012656,0.0,0.06329113924050633,0.12658227848101267
106,0,train,5.286666666666669,1,0.5,0.0,0.0,0.0,0.0,0.0,0.75,19,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842
107,0,train,11.818143176733775,1,0.42857142857142855,0.7142857142857143,0.0,0.42857142857142855,0.0,0.5714285714285714,1.0,149,0.03355704697986577,0.2348993288590604,0.006711409395973154,0.03355704697986577,0.020134228187919462
108,1,train,5.7323076923076925,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.75,13,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0
109,0,train,2.3724999999999987,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,12,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0
110,1,train,5.091707317073173,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.0,0.5454545454545454,1.0,123,0.17073170731707318,0.1951219512195122,0.0,0.04878048780487805,0.04878048780487805
111,1,train,4.352222222222224,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,27,0.07407407407407407,0.14814814814814814,0.0,0.037037037037037035,0.0
112,0,train,9.567176470588237,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.75,85,0.16470588235294117,0.1411764705882353,0.0,0.047058823529411764,0.047058823529411764
113,1,train,2.4478947368421053,1,0.5,0.5,0.5,0.0,0.0,0.5,0.75,19,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
114,0,train,7.479117647058825,1,0.5,0.0,0.25,0.0,0.25,0.5,0.75,51,0.11764705882352941,0.2549019607843137,0.0,0.0196078431372549,0.0392156862745098
115,1,train,11.156153846153847,1,0.0,1.0,0.0,0.0,0.0,1.0,0.75,13,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.0
116,0,train,5.835000000000001,0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,18,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0
117,1,train,4.765000000000001,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,20,0.1,0.1,0.0,0.05,0.05
118,1,train,7.823333333333334,0,0.4,0.4,0.0,0.2,0.0,0.6,1.0,81,0.1111111111111111,0.14814814814814814,0.012345679012345678,0.024691358024691357,0.024691358024691357
119,1,train,5.8264545454545456,0,0.5,0.25,0.0,0.25,0.0,0.5,0.75,55,0.10909090909090909,0.23636363636363636,0.0,0.01818181818181818,0.03636363636363636
120,1,train,5.998750000000001,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,16,0.0625,0.1875,0.0,0.0625,0.0
121,0,train,5.078823529411764,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,17,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0
122,0,train,2.748136645962731,0,0.4,0.2,0.2,0.0,0.0,0.6,1.0,69,0.08695652173913043,0.15942028985507245,0.0,0.043478260869565216,0.028985507246376812
123,1,train,7.052867647058825,1,0.5,0.5,0.0,0.5,0.0,0.5,1.0,136,0.11764705882352941,0.20588235294117646,0.0,0.03676470588235294,0.022058823529411766
124,0,train,3.96142857142857,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,42,0.07142857142857142,0.16666666666666666,0.0,0.11904761904761904,0.047619047619047616
125,1,train,7.475848484848484,1,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.0,0.42857142857142855,1.0,110,0.10909090909090909,0.22727272727272727,0.00909090909090909,0.09090909090909091,0.00909090909090909
126,0,train,-2.1643478260869564,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,23,0.08695652173913043,0.17391304347826086,0.0,0.043478260869565216,0.08695652173913043
127,0,train,2.0665384615384603,1,0.5,0.25,0.5,0.0,0.0,0.5,1.0,52,0.07692307692307693,0.17307692307692307,0.0,0.057692307692307696,0.038461538461538464
128,1,train,6.768454545454546,1,0.5,0.25,0.5,0.0,0.0,0.5,1.0,55,0.10909090909090909,0.2,0.0,0.03636363636363636,0.0
129,0,train,6.09900432900433,1,0.4,0.2,0.4,0.0,0.0,0.4,0.75,99,0.12121212121212122,0.16161616161616163,0.0,0.04040404040404041,0.06060606060606061
130,1,train,4.181730769230768,1,0.4,0.2,0.4,0.0,0.0,0.6,1.0,52,0.17307692307692307,0.17307692307692307,0.0,0.038461538461538464,0.019230769230769232
131,0,train,9.37543103448276,0,0.25,0.5,0.0,0.25,0.0,0.75,0.75,116,0.0603448275862069,0.16379310344827586,0.0,0.05172413793103448,0.02586206896551724
132,0,train,4.24218181818182,1,0.4,0.4,0.2,0.0,0.0,0.6,0.75,110,0.08181818181818182,0.19090909090909092,0.0,0.02727272727272727,0.05454545454545454
133,0,train,2.4160000000000004,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,15,0.13333333333333333,0.2,0.0,0.0,0.0
134,1,train,2.7504347826086963,1,0.5,0.5,0.5,0.0,0.0,0.5,1.0,23,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.0
135,1,train,7.203126684636118,0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,1.0,106,0.12264150943396226,0.1792452830188679,0.0,0.02830188679245283,0.018867924528301886
136,0,train,4.155238095238094,0,0.2,0.2,0.2,0.2,0.0,0.6,0.75,63,0.031746031746031744,0.2222222222222222,0.0,0.015873015873015872,0.031746031746031744
137,1,train,8.327197640117994,0,0.375,0.375,0.0,0.375,0.0,0.625,1.0,113,0.09734513274336283,0.22123893805309736,0.0,0.05309734513274336,0.07964601769911504
138,0,train,4.2940000000000005,1,0.5,0.0,0.0,0.5,0.0,0.5,0.75,20,0.1,0.2,0.0,0.0,0.05
139,1,train,5.666875000000001,0,0.6,0.2,0.0,0.2,0.2,0.4,1.0,48,0.14583333333333334,0.22916666666666666,0.0,0.020833333333333332,0.08333333333333333
140,0,train,6.7346875,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,32,0.15625,0.125,0.0,0.0,0.0
141,1,train,4.325833333333335,1,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.75,36,0.1388888888888889,0.25,0.0,0.05555555555555555,0.08333333333333333
142,0,train,14.3485,0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,40,0.025,0.225,0.0,0.15,0.025
143,1,train,9.349963369963367,1,0.5,0.5,0.3,0.0,0.0,0.5,1.0,117,0.1111111111111111,0.18803418803418803,0.0,0.042735042735042736,0.017094017094017096
144,1,train,7.659962406015037,0,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,1.0,114,0.08771929824561403,0.21929824561403508,0.0,0.06140350877192982,0.03508771929824561
145,1,train,4.886842105263156,0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,19,0.15789473684210525,0.21052631578947367,0.0,0.0,0.0
146,0,train,6.109617486338799,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.0,61,0.01639344262295082,0.21311475409836064,0.0,0.01639344262295082,0.04918032786885246
147,0,train,5.807399267399266,1,0.4,0.6,0.2,0.0,0.2,0.8,1.0,117,0.09401709401709402,0.1794871794871795,0.0,0.07692307692307693,0.03418803418803419
148,0,train,1.2934591194968554,1,0.6,0.0,0.2,0.0,0.0,0.4,0.75,53,0.05660377358490566,0.2641509433962264,0.0,0.07547169811320754,0.11320754716981132
149,0,train,0.4343939393939422,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,22,0.0,0.36363636363636365,0.0,0.13636363636363635,0.13636363636363635
150,1,train,1.4827777777777769,1,0.5,0.0,0.25,0.0,0.0,0.5,1.0,27,0.1111111111111111,0.1111111111111111,0.0,0.037037037037037035,0.0
151,0,train,4.173478260869565,0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.75,69,0.08695652173913043,0.13043478260869565,0.0,0.07246376811594203,0.014492753623188406
152,0,train,7.90942857142857,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.75,35,0.08571428571428572,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.05714285714285714
