id,asin,parent_asin,product,price,average_rating,rating_number,rating,title,helpful_vote,verified_purchase,readability_ari,extremity,subjectivity,experiential_detail,positive_affect,negative_affect,uncertainty,category_specificity,internal_consistency,word_count,adjective_ratio,verb_ratio,superlative_ratio,first_person_pronoun_ratio,third_person_pronoun_ratio
21,B09HH6FM82,B0BTYGHF7T,"Teamgee Portable Monitor for Laptop, 13.3” Full HD IPS Display, Dual Triple Monitor Screen Extender, USB-A/Type-C Plug and Play for Windows, Android & Mac, Work with 13”-17” Laptops",599.99,4.1,498,5,Best Purchase,0.0,True,0.5078333333333305,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,20,0.1,0.15,0.05,0.1,0.05
22,B07598SX6S,B08BJYZDG5,"Acer KG271 bmiix 27"" Full HD (1920 x 1080) TN Monitor with AMD FREESYNC Technology (2 x HDMI & VGA Port),Black",216.26,4.5,2106,1,Mind the warranty,0.0,False,6.7209259259259255,1,0.25,0.25,0.0,0.25,0.0,0.5,0.75,81,0.012345679012345678,0.2222222222222222,0.0,0.0,0.024691358024691357
23,B00CMKOVPQ,B00CMKOVPQ,"AOC e2752She 27-Inch Class LED Backlit Monitor with 2 MS Response Time, VGA and 2 HDMI Ports, Earphone Audio port, 1920 x 1080 Resolution Display",,4.2,672,5,Great Second Screen,0.0,True,2.8077192982456154,1,0.5,0.0,0.5,0.0,0.0,0.25,0.75,19,0.15789473684210525,0.21052631578947367,0.0,0.05263157894736842,0.05263157894736842
24,B07KXSR99Y,B09NYDJJRM,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",102.97,4.6,18100,5,It's awesome,0.0,True,4.947142857142854,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,7,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
25,B073X6G4DZ,B073X6G4DZ,"Sceptre 27"" IPS Ultra 4K LED Monitor, UHD 3840x2160, HDMI DVI DisplayPort Speakers, Metallic Black",,3.8,409,2,It breaks often. Not reliable.,0.0,False,6.463070175438599,0,0.23076923076923078,0.46153846153846156,0.0,0.23076923076923078,0.07692307692307693,0.46153846153846156,0.75,171,0.04678362573099415,0.21052631578947367,0.0,0.06432748538011696,0.05263157894736842
26,B07HQYQ63F,B097QFQ8X3,"ASUS VP348QGL 34” Ultra-Wide Freesync HDR Gaming Monitor 75Hz 1440P Eye Care DisplayPort HDMI,Black",416.05,4.6,4368,2,Disappointed,0.0,True,6.492000000000001,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,30,0.1,0.26666666666666666,0.0,0.03333333333333333,0.03333333333333333
27,B00F36Y9XU,B00F36Y9XU,HP Pavilion 23TM 23-inch Touchscreen LED Monitor,,3.7,91,5,Much better touch experience than other monitors.,1.0,True,7.280454545454546,1,0.6,0.2,0.4,0.0,0.0,0.6,1.0,88,0.06818181818181818,0.19318181818181818,0.0,0.06818181818181818,0.056818181818181816
28,B0755KJ56W,B0755KJ56W,LG 32MA70HY-P 32-Inch Full HD IPS Monitor with Display Port and HDMI Inputs,,4.5,1276,5,great picture!,1.0,True,6.2928571428571445,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0.14285714285714285,0.0,0.0,0.0,0.0
29,B01L73OEOG,B01L73OEOG,"HP 24ea IPS Display- 23.8 inch, White",,4.7,2058,5,Nice monitor,0.0,True,8.829999999999998,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0.25,0.0,0.0,0.0,0.0
30,B00DZT96C6,B00DZT96C6,Acer G206HQL bd 19.5-Inch LED Computer Monitor Back-Lit Widescreen Display,,4.4,956,5,Five Stars,0.0,True,7.6525,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4,0.25,0.5,0.0,0.0,0.0
31,B07CVL2D2S,B0C2WWCBSG,"Acer SB242Y EBI 23.8"" Full HD (1920 x 1080) IPS Zero-Frame Gaming Office Monitor | AMD FreeSync Technology | Ultra-Thin Stylish Design | 100Hz | 1ms (VRB) | Low Blue Light | Tilt | HDMI & VGA Ports",99.99,4.6,40868,5,"So far... so good, and a good price as well.",0.0,True,10.757799999999996,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,50,0.1,0.1,0.0,0.06,0.02
32,B00CMKOVMO,B0BXXS51NG,"AOC I1601FWUX 15.6"" USB-C powered portable monitor, extremely slim, Full HD 1920x1080 IPS, SmartCover, AutoPivot (for devices w/ USB-C DP Alt Mode only)",129.99,4.3,8884,5,I am satisfied,0.0,True,0.4100000000000001,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
33,B08C8L6SB9,B0BYKKW1GF,"AOC CU34G3S 34"" Frameless Curved Ultrawide Gaming Monitor, WQHD 3440 x1440, 165Hz 1ms, FreeSync Premium, Height Adjustable, 3-Year Zero-Bright-dot, Black",429.99,4.6,5512,5,Really Nice!!!,0.0,True,3.4608823529411765,1,0.6,0.2,0.6,0.0,0.0,0.4,1.0,34,0.14705882352941177,0.17647058823529413,0.0,0.029411764705882353,0.0
34,B09NLKWDMP,B0BWY33YYH,"Teamgee Laptop Screen Extender, 12” Portable Monitor for Laptop FHD 1080P Glare-Free IPS Dual Screen, Works with Mac Windows Android Chrome Linux, Fits 13”~16.5” Laptops, Built-in Speakers & HDR",259.99,4.3,1076,5,Perfect for being mobile,0.0,True,4.803958333333334,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,32,0.03125,0.25,0.0,0.15625,0.03125
35,B06Y3ZXGMQ,B06Y3ZXGMQ,"Viotek HA238 Ultra-Thin 24 Inch Computer Monitor – 1920x1080 Full HD with Bezel-Less Frame, 16:9 Widescreen Display, HDMI & VGA Connection",,4.3,302,1,"Ordered 3, two of them didn't work",0.0,True,-2.1225000000000023,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,8,0.0,0.375,0.0,0.0,0.125
36,B0018RSCTA,B0018RSCTA,"Lenovo 19"" Black ThinkVision L197 Widescreen LCD Monitor for PC",,4.8,20,5,just right,0.0,True,3.1762499999999996,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,8,0.125,0.125,0.0,0.125,0.0
37,B079K3MXWF,B09SJ9192T,"SAMSUNG 23.5” CF396 Curved Computer Monitor, AMD FreeSync for Advanced Gaming, 4ms Response Time, Wide Viewing Angle, Ultra Slim Design, LC24F396FHNXZA, Black",158.0,4.7,24081,5,Use for VST synths,0.0,True,0.8520000000000003,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,10,0.3,0.0,0.0,0.1,0.0
38,B00RVGYHFK,B07FFCTZLC,"ViewSonic VA2465SMH 24"" 1080p LED Monitor HDMI, VGA",,4.3,779,5,Great Resolution,0.0,True,2.942499999999999,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,12,0.0,0.25,0.0,0.0,0.0
39,B00J4LI0XK,B00J4LI0XK,"AOC M2870VHE 28-Inch Class MVA LED-Lit Monitor, 16:9 Aspect Ratio, Full HD 1920 x1080 Resolution, 5ms, 20M:1 DCR, 300cd/m2 Brightness, VGA / Dual Link DVI / HDMI , VESA",,4.2,48,5,Five Stars,0.0,True,5.190000000000001,1,1.0,0.0,0.0,0.0,0.0,0.0,0.75,3,0.3333333333333333,0.0,0.0,0.0,0.0
40,B007HSKSMI,B007HSKSMI,BenQ 24-Inch Gaming Monitor - LED 1080p HD Monitor - 1ms Response Time for Ultra Fast Console Gaming (RL2455HM) (Discontinued by Manufacturer),,4.7,2359,5,Using it for my Gaming PC,0.0,True,13.99875,1,0.6,0.0,0.4,0.0,0.0,0.4,0.75,32,0.125,0.25,0.03125,0.0,0.03125
41,B09NLKWDMP,B0BWY33YYH,"Teamgee Laptop Screen Extender, 12” Portable Monitor for Laptop FHD 1080P Glare-Free IPS Dual Screen, Works with Mac Windows Android Chrome Linux, Fits 13”~16.5” Laptops, Built-in Speakers & HDR",259.99,4.3,1076,5,Good for it's price,0.0,True,4.942499999999999,1,0.0,0.0,0.0,0.0,0.0,1.0,0.75,8,0.0,0.25,0.0,0.0,0.0
42,B00B2HH7G0,B0B9J2JWSX,"ASUS TUF Gaming 23.8” 1080P Monitor (VG249Q1R) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync™ Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI",159.99,4.7,6137,3,Displayport stopped working after 3 years,0.0,True,8.410387596899227,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,43,0.09302325581395349,0.20930232558139536,0.0,0.0,0.06976744186046512
43,B0BLCTN2CN,B0BBT7G39D,"SVANTTO Portable Monitor [2023 Latest] FHD 15.6'' Portable Screen for Laptop 400Nits Brightness Travel Monitor, 100% sRGB 1080P Laptop Monitor Extender, Mac Xbox PS5 Computer Display with HDMI Cable",64.84,4.3,333,5,Big!,0.0,False,0.5724812030075199,1,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.5,0.75,57,0.07017543859649122,0.19298245614035087,0.0,0.07017543859649122,0.10526315789473684
44,B00RPJOQQ8,B07FFCTZLC,"ViewSonic VA2465SMH 24"" 1080p LED Monitor HDMI, VGA",,4.3,779,5,"Great deal, easy on the eyes.",0.0,True,3.385098039215684,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.5,0.75,85,0.08235294117647059,0.17647058823529413,0.0,0.047058823529411764,0.07058823529411765
45,B07VFF4TZG,B0C5M41P1D,"ZSCMALLS Portable Monitor 15.6 Inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display HDR IPS Gaming Monitor Smart Cover, Speakers, for Laptop PC MAC Phone PS4/5 Xbox Switch",79.99,4.3,552,5,Excellent,0.0,True,3.0947999999999993,1,0.5,0.0,0.5,0.0,0.0,0.5,0.75,25,0.12,0.24,0.0,0.04,0.16
46,B0949KL83T,B0C74VV5T5,"HP 27-inch QHD Gaming with Tilt/Height Adjustment with AMD FreeSync Premium Technology (X27q, 2021 model)",339.99,4.6,1369,5,Exceeded expectations,0.0,True,8.951785714285712,1,1.0,0.0,0.5,0.0,0.0,0.0,0.75,28,0.10714285714285714,0.17857142857142858,0.0,0.0,0.07142857142857142
47,B08G8WMRRP,B0BWFRKGDQ,"Dell S3422DW - 34-inch WQHD 21:9 Curved Monitor, 3440 x 1440 at 100Hz, 1800R, Built-in Dual 5W Speakers, 4ms Grey-to-Grey Response Time (Extreme Mode), 16.7 Million Colors, Silver",429.99,4.4,2620,1,Audio broken and display choppy,2.0,True,6.763245866283249,1,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.0,0.7142857142857143,0.75,214,0.04205607476635514,0.21495327102803738,0.0,0.037383177570093455,0.03271028037383177
48,B007HRRAJ8,B007HRRAJ8,"KIB M21VW Micro Monitor System, White",45.59,4.4,453,1,Looks just like the one I need,,True,2.5456521739130444,1,1.0,0.0,0.0,1.0,1.0,0.0,0.75,46,0.021739130434782608,0.2826086956521739,0.0,0.13043478260869565,0.021739130434782608
49,B01IRRI568,B01IRRI568,"Samsung Business LU28E85KRS/GO, 850 Series 28 inch 4K UHD 3840x2160 Desktop Monitor for Business, HDMI, DP, FreeSync, 1 ms response, USB Hub, 3-Year Warranty",,4.5,320,1,Don't buy it due to poor quality,0.0,True,1.3738461538461522,1,0.0,1.0,0.0,0.0,0.0,1.0,0.5,13,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693
50,B004NBLURY,B004NBLURY,Dell E1911 19 CCFL LCD Monitor - 16:10 - 5 ms,74.47,3.8,7,5,Recommended!,1.0,True,4.025866666666669,1,0.25,0.0,0.25,0.0,0.0,0.25,1.0,25,0.04,0.24,0.0,0.08,0.08
51,B08FM2MXZC,B08HTMG8SP,"Sceptre Curved 27"" FHD 1080p Gaming Monitor R1500 98% sRGB HDMI VGA 75Hz Build-in Speakers, Blue Light Shift Machine Black (C278W-1920RN series)",160.8,4.6,13819,5,Luv it!!!,0.0,True,-8.655,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0.0,0.5,0.0,0.0,0.5
52,B07FBNPTDD,B0827F7CCQ,"SAMSUNG UE57 Series 28-Inch 4K UHD (3840x2160) Computer Monitor, HDMI, Display Port, Eye Saver Mode, VESA Compatible, FreeSync (LU28E570DS/ZA)",,4.5,1502,2,Worked well for almost 4 months,1.0,True,5.878095238095238,0,0.5,0.25,0.0,0.25,0.0,0.5,1.0,63,0.031746031746031744,0.2222222222222222,0.0,0.047619047619047616,0.047619047619047616
53,B078P2XN9M,B0BBZDSLPJ,"Viotek GNV24CB 144hz 24-Inch 1200R Curved Gaming Monitor | 1920x1080p | 99% sRGB | FreeSync | 1x DP, 2X HDMI, Audio Out | VESA | 3 Years Zero Dead Pixels",149.99,4.4,1106,5,The boy loves this monitor,0.0,True,-0.7112499999999997,1,1.0,0.0,1.0,0.0,0.0,0.0,0.75,24,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.16666666666666666
54,B07V1SQ966,B0BNX9QVXZ,"Lepow Portable Monitor - 2023 C2 15.6 inch FHD 1080P Portable Display with IPS Screen, Foldable Kickstand, Dual Speakers, Type-C HDMI Mini DP Port for Laptop PC Phone Xbox Switch PS5, Iron Gray",149.99,4.3,1811,5,Great 2nd screen for my laptop,0.0,True,5.632941176470588,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,17,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0
55,B07GD7H18F,B0BZ81WVFQ,"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 1ms MPRT, 165Hz (144Hz supported), FreeSync Premium, Height adjustable Black",159.92,4.7,25604,5,Great,0.0,True,-1.5337499999999975,1,0.5,0.0,0.5,0.0,0.0,0.5,1.0,16,0.0625,0.1875,0.0,0.0625,0.0625
56,B013XFJKGI,B0C6G2BD65,"ASUS Zen Screen 15.6” 1080P Portable Monitor (MB166C) - Full HD, IPS, Type-C External Monitor, USB-Powered, Flicker Free, Anti-Glare Surface, Ultra Slim Travel Monitor For Laptop & Macbook",133.29,4.3,4555,5,I love this external monitor,0.0,True,12.526226415094342,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,53,0.09433962264150944,0.1320754716981132,0.0,0.05660377358490566,0.0
57,B00B2HH7G0,B0B9J2JWSX,"ASUS TUF Gaming 23.8” 1080P Monitor (VG249Q1R) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync™ Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI",159.99,4.7,6137,5,Five Stars,0.0,True,8.533000000000001,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.1,0.1,0.0,0.1,0.0
58,B095V23PTM,B0B1Y2MYHZ,"Dell Curved Gaming, 34 Inch Curved Monitor with 144Hz Refresh Rate, WQHD (3440 x 1440) Display, Black - S3422DWG",384.99,4.6,4139,4,"Came the next day, very awesome display, but was missing power cable",0.0,True,12.615094339622644,0,0.5,0.25,0.25,0.25,0.0,0.5,1.0,53,0.11320754716981132,0.20754716981132076,0.0,0.05660377358490566,0.03773584905660377
59,B07WLG5GJM,B07WLG5GJM,"Acer EI431CR Pbmiiipx 43"" 1800R Curved DWFHD (3840 x 1200) VA Gaming Monitor with AMD Radeon FreeSync Technology, 120Hz, VESA Certified DisplayHDR400, DCI-P3 (Display Port & 3 x HDMI Ports), Black",,4.4,88,5,Super ultra wide is the way to go!!,0.0,True,5.217432432432435,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,37,0.13513513513513514,0.1891891891891892,0.0,0.05405405405405406,0.0
60,B09HV4MQHZ,B0B7MPW458,"CIDETTY 2023 New 12"" Portable Monitor for Laptop, Full HD IPS 1080P Display Laptop Screen Extender, Dual Laptop Monitor Screen, USB A/Type-C/HDMI Monitor for 13""-16"" Laptops/PS5/Switch (Dual Monitor)",259.97,4.3,349,5,Essential for travelling,0.0,True,5.434186046511627,1,0.5,0.0,0.5,0.0,0.0,0.5,1.0,43,0.13953488372093023,0.13953488372093023,0.0,0.046511627906976744,0.023255813953488372
61,B01ET4EQCK,B01ET4EQCK,"Perfect Pixel NEWSYNC 27R Real 144Hz 27"" LED 1960x1080 1ms DP HDMI DVI VGA FPS PC Monitor",,5.0,1,5,Very good monitor,1.0,True,3.7694444444444457,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.5,0.75,54,0.14814814814814814,0.2037037037037037,0.0,0.0,0.018518518518518517
62,B0002X8TVW,B0002X8TVW,Acer 19-inch LCD Flat Panel Monitor,,3.5,34,1,Color mapping screwed up after 1 1/2 year,1.0,False,3.4494226457399115,1,0.5,0.3,0.0,0.4,0.0,0.4,1.0,223,0.06278026905829596,0.21524663677130046,0.0,0.04484304932735426,0.04932735426008968
63,B08DQWG3JG,B0BWFRKGDQ,"Dell S3422DW - 34-inch WQHD 21:9 Curved Monitor, 3440 x 1440 at 100Hz, 1800R, Built-in Dual 5W Speakers, 4ms Grey-to-Grey Response Time (Extreme Mode), 16.7 Million Colors, Silver",429.99,4.4,2620,1,Broke after 4 months,4.0,True,8.357605633802812,1,0.2,0.6,0.0,0.2,0.2,0.8,0.75,71,0.08450704225352113,0.23943661971830985,0.0,0.028169014084507043,0.028169014084507043
64,B08T76SY2J,B0B3DL8TC9,cocopar Travel Monitor – Upgraded 15.6 Inch 1080P FHD HDR IPS Ultra Slim USB-C Portable Display with Kickstand Dual Type-C Mini HDMI Dual Speakers for Laptop PC Mac Surface Xbox PS4 Switch,199.99,4.8,1814,5,Estoy gratamente impresionado con la calidad de este producto,0.0,False,10.008684210526315,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,38,0.05263157894736842,0.02631578947368421,0.0,0.0,0.0
65,B08B4LDKJ6,B08B4LDKJ6,cocopar Portable Monitor 4K - 15.6 inch 3840 x 2160 UHD 72% NTSC HDR FreeSync USB-C Portable Display with Zero Frame HD Type-C Mini DP for Laptop PC Phone Mac Surface Xbox PS4 Switch (Black),,4.6,107,5,"Great picture quality, very lightweight for the value",0.0,True,4.496866666666669,1,0.4,0.2,0.2,0.0,0.0,0.6,1.0,50,0.14,0.1,0.0,0.04,0.0
